tournament_id,tournament_name,tournament_date,tournament_format,tournament_source,tournament_players,tournament_rounds,tournament_url,player_name,archetype,wins,losses,draws,final_position,matches_played,winrate
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_1_32,Elves,6,1,0,,7,0.8571428571428571
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_1_33,Elves,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_0,Show and Tell,3,3,0,,6,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_1,Show and Tell,3,4,0,,7,0.42857142857142855
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_2,Show and Tell,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_3,Show and Tell,2,5,0,,7,0.2857142857142857
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_4,Show and Tell,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_5,Show and Tell,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_6,Show and Tell,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_7,Show and Tell,5,2,0,,7,0.7142857142857143
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_8,Show and Tell,4,0,0,,4,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_9,Show and Tell,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_10,Show and Tell,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_11,Show and Tell,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_12,Show and Tell,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_13,Show and Tell,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_14,Show and Tell,5,3,0,,8,0.625
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_15,Show and Tell,5,3,0,,8,0.625
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_16,Show and Tell,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_17,Show and Tell,5,1,0,,6,0.8333333333333334
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_18,Show and Tell,4,1,0,,5,0.8
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_19,Show and Tell,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_20,Show and Tell,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_21,Show and Tell,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_22,Show and Tell,5,1,0,,6,0.8333333333333334
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_23,Show and Tell,3,4,0,,7,0.42857142857142855
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_24,Show and Tell,2,5,0,,7,0.2857142857142857
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_25,Show and Tell,6,2,0,,8,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_26,Show and Tell,0,6,0,,6,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_27,Show and Tell,5,2,0,,7,0.7142857142857143
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_28,Show and Tell,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_29,Show and Tell,2,4,0,,6,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_30,Show and Tell,4,1,0,,5,0.8
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_31,Show and Tell,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_32,Show and Tell,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_33,Show and Tell,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_34,Show and Tell,3,4,0,,7,0.42857142857142855
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_35,Show and Tell,3,1,0,,4,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_36,Show and Tell,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_37,Show and Tell,2,5,0,,7,0.2857142857142857
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_38,Show and Tell,5,1,0,,6,0.8333333333333334
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_39,Show and Tell,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_40,Show and Tell,7,1,0,,8,0.875
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_41,Show and Tell,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_42,Show and Tell,3,1,0,,4,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_43,Show and Tell,3,3,0,,6,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_44,Show and Tell,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_45,Show and Tell,7,1,0,,8,0.875
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_2_46,Show and Tell,3,3,0,,6,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_0,Dredge,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_1,Dredge,3,3,0,,6,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_2,Dredge,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_3,Dredge,5,3,0,,8,0.625
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_4,Dredge,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_5,Dredge,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_6,Dredge,4,1,0,,5,0.8
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_7,Dredge,5,2,0,,7,0.7142857142857143
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_8,Dredge,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_9,Dredge,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_10,Dredge,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_11,Dredge,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_12,Dredge,8,0,0,,8,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_13,Dredge,3,3,0,,6,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_14,Dredge,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_15,Dredge,5,1,0,,6,0.8333333333333334
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_16,Dredge,3,1,0,,4,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_17,Dredge,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_18,Dredge,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_19,Dredge,6,0,0,,6,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_20,Dredge,2,4,0,,6,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_21,Dredge,5,0,0,,5,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_22,Dredge,1,6,0,,7,0.14285714285714285
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_23,Dredge,7,0,0,,7,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_24,Dredge,6,2,0,,8,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_25,Dredge,4,1,0,,5,0.8
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_26,Dredge,3,3,0,,6,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_27,Dredge,6,1,0,,7,0.8571428571428571
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_28,Dredge,6,2,0,,8,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_29,Dredge,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_30,Dredge,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_31,Dredge,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_32,Dredge,3,1,0,,4,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_33,Dredge,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_34,Dredge,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_35,Dredge,6,0,0,,6,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_3_36,Dredge,5,1,0,,6,0.8333333333333334
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_4_0,Burn,5,0,0,,5,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_4_1,Burn,1,6,0,,7,0.14285714285714285
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_4_2,Burn,3,4,0,,7,0.42857142857142855
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_4_3,Burn,5,1,0,,6,0.8333333333333334
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_4_4,Burn,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_4_5,Burn,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_5_0,Death and Taxes,1,2,0,,3,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_0,Lands,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_1,Lands,0,4,0,,4,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_2,Lands,4,0,0,,4,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_3,Lands,5,2,0,,7,0.7142857142857143
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_4,Lands,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_5,Lands,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_6,Lands,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_7,Lands,1,2,0,,3,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_6_8,Lands,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_7_0,Painter,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_7_1,Painter,7,0,0,,7,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_0,Reanimator,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_1,Reanimator,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_2,Reanimator,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_3,Reanimator,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_4,Reanimator,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_5,Reanimator,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_6,Reanimator,6,1,0,,7,0.8571428571428571
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_7,Reanimator,3,1,0,,4,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_8,Reanimator,3,4,0,,7,0.42857142857142855
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_9,Reanimator,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_10,Reanimator,1,6,0,,7,0.14285714285714285
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_11,Reanimator,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_12,Reanimator,3,1,0,,4,0.75
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_13,Reanimator,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_14,Reanimator,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_15,Reanimator,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_16,Reanimator,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_17,Reanimator,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_18,Reanimator,2,3,0,,5,0.4
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_19,Reanimator,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_20,Reanimator,0,5,0,,5,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_21,Reanimator,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_22,Reanimator,0,3,0,,3,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_23,Reanimator,0,3,0,,3,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_24,Reanimator,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_25,Reanimator,1,3,0,,4,0.25
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_26,Reanimator,5,2,0,,7,0.7142857142857143
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_27,Reanimator,0,4,0,,4,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_28,Reanimator,0,3,0,,3,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_29,Reanimator,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_30,Reanimator,2,4,0,,6,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_31,Reanimator,4,1,0,,5,0.8
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_32,Reanimator,4,0,0,,4,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_33,Reanimator,0,5,0,,5,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_34,Reanimator,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_35,Reanimator,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_36,Reanimator,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_37,Reanimator,1,2,0,,3,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_38,Reanimator,3,2,0,,5,0.6
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_39,Reanimator,2,5,0,,7,0.2857142857142857
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_40,Reanimator,5,2,0,,7,0.7142857142857143
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_8_41,Reanimator,0,4,0,,4,0.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_0,Storm,4,2,0,,6,0.6666666666666666
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_1,Storm,1,4,0,,5,0.2
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_2,Storm,2,4,0,,6,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_3,Storm,4,3,0,,7,0.5714285714285714
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_4,Storm,3,4,0,,7,0.42857142857142855
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_5,Storm,2,4,0,,6,0.3333333333333333
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_6,Storm,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_7,Storm,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_8,Storm,6,1,0,,7,0.8571428571428571
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_9,Storm,2,2,0,,4,0.5
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_10,Storm,8,0,0,,8,1.0
generated_Legacy_1,Legacy Tournament 2,2025-05-22 00:37:46.215121,Legacy,generated,256,7,,Player_generated_Legacy_1_9_11,Storm,1,3,0,,4,0.25
